Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
People,Race,Asian,9226,"(+/- 1392 )",61598,"(+/- 7608 )",136528,"(+/- 3461 )",8206,"(+/- 1175 )",19132,"(+/- 4241 )",35232,"(+/- 5513 )",88746,"(+/- 8268 )",27183,"(+/- 3732 )",91492,"(+/- 9010 )",53797,"(+/- 6771 )",7577,"(+/- 1093 )",26799,"(+/- 6462 )",12426,"(+/- 1732 )",25961,"(+/- 2178 )",8563,"(+/- 1608 )",10573,"(+/- 1289 )",38549,"(+/- 4580 )",34100,"(+/- 5263 )",11170,"(+/- 1150 )",22528,"(+/- 3760 )",29358,"(+/- 4249 )",172616,"(+/- 8167 )",9884,"(+/- 2202 )",113463,"(+/- 7954 )",25787,"(+/- 3689 )",68383,"(+/- 6770 )",11616,"(+/- 1848 )",11388,"(+/- 3002 )",10633,"(+/- 2858 )",19410,"(+/- 4997 )",44301,"(+/- 2283 )",64109,"(+/- 6082 )",15611,"(+/- 3120 )",4504,"(+/- 687 )",15628,"(+/- 2682 )",14171,"(+/- 3116 )"
People,Race,"Native Hawaiian and Other Pacific Islander",375,"(+/- 620 )",719,"(+/- 703 )",598,"(+/- 202 )",391,"(+/- 265 )",417,"(+/- 377 )",1218,"(+/- 900 )",0,"(+/- 225 )",296,"(+/- 395 )",498,"(+/- 569 )",163,"(+/- 186 )",555,"(+/- 549 )",749,"(+/- 663 )",1540,"(+/- 830 )",532,"(+/- 456 )",372,"(+/- 439 )",812,"(+/- 696 )",284,"(+/- 362 )",1140,"(+/- 890 )",658,"(+/- 544 )",1586,"(+/- 613 )",499,"(+/- 374 )",0,"(+/- 225 )",0,"(+/- 225 )",2386,"(+/- 847 )",2003,"(+/- 1030 )",970,"(+/- 579 )",504,"(+/- 557 )",322,"(+/- 266 )",100,"(+/- 126 )",292,"(+/- 283 )",2040,"(+/- 1032 )",259,"(+/- 309 )",485,"(+/- 560 )",0,"(+/- 225 )",794,"(+/- 669 )",348,"(+/- 246 )"
People,Race,"Some other race",11025,"(+/- 2784 )",64519,"(+/- 8868 )",18382,"(+/- 3791 )",29396,"(+/- 4789 )",23897,"(+/- 4735 )",35988,"(+/- 8352 )",51151,"(+/- 11184 )",23166,"(+/- 6355 )",81576,"(+/- 12820 )",74771,"(+/- 11652 )",60886,"(+/- 6571 )",47868,"(+/- 8589 )",29238,"(+/- 4689 )",20944,"(+/- 5016 )",87400,"(+/- 9532 )",109423,"(+/- 11986 )",29806,"(+/- 7739 )",70998,"(+/- 12781 )",41110,"(+/- 4595 )",34831,"(+/- 5131 )",25500,"(+/- 4340 )",29811,"(+/- 9166 )",77794,"(+/- 7745 )",40113,"(+/- 7953 )",17529,"(+/- 4247 )",23378,"(+/- 5508 )",36659,"(+/- 6624 )",33200,"(+/- 5904 )",49897,"(+/- 7367 )",37790,"(+/- 8304 )",26788,"(+/- 5289 )",38857,"(+/- 6366 )",122586,"(+/- 12253 )",35827,"(+/- 4566 )",118465,"(+/- 13773 )",23325,"(+/- 4286 )"
People,Race,"Two or more races",13904,"(+/- 3067 )",27879,"(+/- 6620 )",29361,"(+/- 4376 )",19334,"(+/- 3286 )",15903,"(+/- 3239 )",30155,"(+/- 5256 )",20942,"(+/- 4423 )",17255,"(+/- 3061 )",17260,"(+/- 4598 )",27092,"(+/- 5656 )",16071,"(+/- 2613 )",24761,"(+/- 4237 )",24879,"(+/- 4102 )",19890,"(+/- 5114 )",17943,"(+/- 5805 )",19768,"(+/- 3927 )",19008,"(+/- 2945 )",14089,"(+/- 3072 )",16837,"(+/- 2752 )",22780,"(+/- 3920 )",26605,"(+/- 4046 )",24444,"(+/- 5316 )",17830,"(+/- 3109 )",26074,"(+/- 3295 )",27554,"(+/- 4409 )",30878,"(+/- 4946 )",13552,"(+/- 2473 )",14267,"(+/- 3558 )",10963,"(+/- 2711 )",16513,"(+/- 3782 )",39779,"(+/- 6429 )",25136,"(+/- 4972 )",11664,"(+/- 2289 )",9209,"(+/- 3685 )",28329,"(+/- 4898 )",11172,"(+/- 2518 )"
People,"Hispanic or Latino and Race","Total population",717376,"(+/- 4297 )",772262,"(+/- 22258 )",870763,"(+/- 5912 )",747188,"(+/- 6228 )",769579,"(+/- 11415 )",792043,"(+/- 16916 )",800081,"(+/- 24652 )",863498,"(+/- 14302 )",789535,"(+/- 24241 )",846261,"(+/- 22124 )",759467,"(+/- 6635 )",806551,"(+/- 16920 )",713480,"(+/- 5318 )",765031,"(+/- 6089 )",790730,"(+/- 12293 )",742384,"(+/- 6828 )",771567,"(+/- 9592 )",800402,"(+/- 27413 )",734202,"(+/- 5490 )",806372,"(+/- 20040 )",809322,"(+/- 15938 )",897080,"(+/- 16259 )",769276,"(+/- 18427 )",800103,"(+/- 13109 )",789825,"(+/- 14562 )",879237,"(+/- 10561 )",740277,"(+/- 7180 )",753502,"(+/- 13034 )",761833,"(+/- 26928 )",774443,"(+/- 19099 )",853799,"(+/- 6507 )",763452,"(+/- 14474 )",753565,"(+/- 20125 )",727595,"(+/- 10226 )",830041,"(+/- 23073 )",742474,"(+/- 14998 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",128109,"(+/- 1500 )",247576,"(+/- 16932 )",130418,"(+/- 4872 )",107817,"(+/- 3614 )",225221,"(+/- 11472 )",186520,"(+/- 11926 )",243189,"(+/- 17148 )",196724,"(+/- 7701 )",322225,"(+/- 20676 )",246388,"(+/- 17739 )",297228,"(+/- 5202 )",190980,"(+/- 12777 )",194082,"(+/- 3566 )",198808,"(+/- 6183 )",650631,"(+/- 12647 )",601622,"(+/- 6573 )",202182,"(+/- 9268 )",352900,"(+/- 20388 )",270813,"(+/- 4999 )",562221,"(+/- 18105 )",245140,"(+/- 13135 )",229193,"(+/- 14129 )",541032,"(+/- 14261 )",195951,"(+/- 9575 )",144480,"(+/- 7867 )",156791,"(+/- 6976 )",392652,"(+/- 6656 )",582693,"(+/- 12274 )",590069,"(+/- 24336 )",295902,"(+/- 17514 )",210824,"(+/- 4124 )",194623,"(+/- 14073 )",522176,"(+/- 20127 )",618721,"(+/- 10057 )",498598,"(+/- 20662 )",184252,"(+/- 12663 )"
People,"Hispanic or Latino and Race",Mexican,114553,"(+/- 3926 )",172119,"(+/- 14358 )",95150,"(+/- 6494 )",91138,"(+/- 4995 )",197784,"(+/- 12375 )",162007,"(+/- 11040 )",137424,"(+/- 14920 )",136000,"(+/- 8580 )",189681,"(+/- 17384 )",191237,"(+/- 17689 )",281519,"(+/- 6025 )",164976,"(+/- 11926 )",175748,"(+/- 4601 )",166949,"(+/- 7411 )",620687,"(+/- 13517 )",567862,"(+/- 9019 )",172722,"(+/- 8709 )",262604,"(+/- 17178 )",246301,"(+/- 5960 )",508833,"(+/- 18651 )",200898,"(+/- 12641 )",168348,"(+/- 13037 )",499276,"(+/- 15130 )",140379,"(+/- 9684 )",117245,"(+/- 8503 )",116233,"(+/- 7241 )",364141,"(+/- 7390 )",548411,"(+/- 12474 )",516303,"(+/- 24926 )",264514,"(+/- 17887 )",165556,"(+/- 6506 )",144562,"(+/- 10815 )",452488,"(+/- 17781 )",600024,"(+/- 10350 )",444243,"(+/- 21032 )",151342,"(+/- 11949 )"
People,"Hispanic or Latino and Race","Puerto Rican",1032,"(+/- 666 )",5134,"(+/- 3412 )",5447,"(+/- 1997 )",4243,"(+/- 2657 )",2235,"(+/- 1191 )",5624,"(+/- 2162 )",5226,"(+/- 1692 )",3795,"(+/- 1569 )",3523,"(+/- 2077 )",4956,"(+/- 1692 )",1988,"(+/- 1143 )",4586,"(+/- 1686 )",2390,"(+/- 1258 )",4133,"(+/- 1621 )",3552,"(+/- 1439 )",6524,"(+/- 1922 )",4574,"(+/- 1866 )",4256,"(+/- 1753 )",2895,"(+/- 1547 )",8954,"(+/- 2930 )",7796,"(+/- 2269 )",6017,"(+/- 2433 )",6094,"(+/- 2774 )",9385,"(+/- 3169 )",6591,"(+/- 1657 )",8303,"(+/- 3196 )",3987,"(+/- 2098 )",4407,"(+/- 1530 )",2675,"(+/- 1166 )",2692,"(+/- 1267 )",18281,"(+/- 3859 )",4154,"(+/- 2987 )",6578,"(+/- 3263 )",364,"(+/- 271 )",9310,"(+/- 2630 )",2942,"(+/- 2030 )"
People,"Hispanic or Latino and Race",Cuban,430,"(+/- 662 )",3443,"(+/- 1994 )",1059,"(+/- 568 )",978,"(+/- 781 )",1642,"(+/- 1123 )",1235,"(+/- 1019 )",11849,"(+/- 5107 )",2305,"(+/- 2203 )",9049,"(+/- 2580 )",5113,"(+/- 2930 )",964,"(+/- 652 )",2338,"(+/- 1222 )",1393,"(+/- 1139 )",1812,"(+/- 1526 )",841,"(+/- 550 )",1096,"(+/- 789 )",1792,"(+/- 1719 )",7439,"(+/- 4241 )",905,"(+/- 690 )",1597,"(+/- 724 )",1255,"(+/- 968 )",2604,"(+/- 1560 )",726,"(+/- 658 )",2288,"(+/- 1238 )",1506,"(+/- 833 )",1636,"(+/- 897 )",698,"(+/- 492 )",1300,"(+/- 634 )",4239,"(+/- 2235 )",1671,"(+/- 1573 )",851,"(+/- 570 )",3484,"(+/- 1692 )",1271,"(+/- 976 )",502,"(+/- 545 )",3380,"(+/- 1913 )",1492,"(+/- 967 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",12094,"(+/- 3551 )",66880,"(+/- 9415 )",28762,"(+/- 5142 )",11458,"(+/- 2763 )",23560,"(+/- 5522 )",17654,"(+/- 3830 )",88690,"(+/- 11922 )",54624,"(+/- 8890 )",119972,"(+/- 13112 )",45082,"(+/- 9351 )",12757,"(+/- 3116 )",19080,"(+/- 5013 )",14551,"(+/- 2488 )",25914,"(+/- 5520 )",25551,"(+/- 4226 )",26140,"(+/- 5241 )",23094,"(+/- 5576 )",78601,"(+/- 10554 )",20712,"(+/- 3746 )",42837,"(+/- 5757 )",35191,"(+/- 6897 )",52224,"(+/- 8688 )",34936,"(+/- 5613 )",43899,"(+/- 6802 )",19138,"(+/- 5261 )",30619,"(+/- 4523 )",23826,"(+/- 5259 )",28575,"(+/- 4546 )",66852,"(+/- 8330 )",27025,"(+/- 5766 )",26136,"(+/- 4746 )",42423,"(+/- 7811 )",61839,"(+/- 8312 )",17831,"(+/- 3664 )",41665,"(+/- 5591 )",28476,"(+/- 6699 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",589267,"(+/- 4273 )",524686,"(+/- 19700 )",740345,"(+/- 6043 )",639371,"(+/- 5793 )",544358,"(+/- 11196 )",605523,"(+/- 12729 )",556892,"(+/- 21956 )",666774,"(+/- 12618 )",467310,"(+/- 21103 )",599873,"(+/- 17805 )",462239,"(+/- 5155 )",615571,"(+/- 13337 )",519398,"(+/- 3569 )",566223,"(+/- 5474 )",140099,"(+/- 4919 )",140762,"(+/- 1618 )",569385,"(+/- 9531 )",447502,"(+/- 20352 )",463389,"(+/- 3894 )",244151,"(+/- 12059 )",564182,"(+/- 13750 )",667887,"(+/- 14344 )",228244,"(+/- 10210 )",604152,"(+/- 13560 )",645345,"(+/- 14530 )",722446,"(+/- 11969 )",347625,"(+/- 4278 )",170809,"(+/- 6659 )",171764,"(+/- 13502 )",478541,"(+/- 13772 )",642975,"(+/- 5434 )",568829,"(+/- 13840 )",231389,"(+/- 12363 )",108874,"(+/- 3998 )",331443,"(+/- 11308 )",558222,"(+/- 10419 )"
People,"Place of Birth","Total population",717376,"(+/- 4297 )",772262,"(+/- 22258 )",870763,"(+/- 5912 )",747188,"(+/- 6228 )",769579,"(+/- 11415 )",792043,"(+/- 16916 )",800081,"(+/- 24652 )",863498,"(+/- 14302 )",789535,"(+/- 24241 )",846261,"(+/- 22124 )",759467,"(+/- 6635 )",806551,"(+/- 16920 )",713480,"(+/- 5318 )",765031,"(+/- 6089 )",790730,"(+/- 12293 )",742384,"(+/- 6828 )",771567,"(+/- 9592 )",800402,"(+/- 27413 )",734202,"(+/- 5490 )",806372,"(+/- 20040 )",809322,"(+/- 15938 )",897080,"(+/- 16259 )",769276,"(+/- 18427 )",800103,"(+/- 13109 )",789825,"(+/- 14562 )",879237,"(+/- 10561 )",740277,"(+/- 7180 )",753502,"(+/- 13034 )",761833,"(+/- 26928 )",774443,"(+/- 19099 )",853799,"(+/- 6507 )",763452,"(+/- 14474 )",753565,"(+/- 20125 )",727595,"(+/- 10226 )",830041,"(+/- 23073 )",742474,"(+/- 14998 )"
People,"Place of Birth",Native,660549,"(+/- 5590 )",603540,"(+/- 19812 )",678912,"(+/- 9587 )",696894,"(+/- 6359 )",656622,"(+/- 10684 )",675531,"(+/- 15886 )",560811,"(+/- 20354 )",754086,"(+/- 13385 )",514776,"(+/- 20746 )",702187,"(+/- 20711 )",687964,"(+/- 7816 )",722895,"(+/- 13971 )",643391,"(+/- 7438 )",680134,"(+/- 8194 )",616451,"(+/- 11203 )",562032,"(+/- 9287 )",674871,"(+/- 9196 )",616162,"(+/- 24028 )",670166,"(+/- 7282 )",687467,"(+/- 19895 )",724451,"(+/- 16032 )",667750,"(+/- 17217 )",643259,"(+/- 17553 )",603322,"(+/- 13297 )",733508,"(+/- 13962 )",760931,"(+/- 11613 )",680886,"(+/- 8945 )",586694,"(+/- 13353 )",517065,"(+/- 20812 )",643849,"(+/- 16073 )",761403,"(+/- 9641 )",593637,"(+/- 14594 )",502775,"(+/- 16579 )",590264,"(+/- 10758 )",707791,"(+/- 20738 )",667430,"(+/- 13321 )"
People,"Place of Birth","Born in United States",655065,"(+/- 5836 )",588092,"(+/- 19161 )",663312,"(+/- 10008 )",689253,"(+/- 6788 )",650086,"(+/- 10777 )",667941,"(+/- 15565 )",547374,"(+/- 20236 )",738793,"(+/- 13617 )",505331,"(+/- 20905 )",690664,"(+/- 20424 )",681031,"(+/- 7769 )",711723,"(+/- 13632 )",635865,"(+/- 7029 )",670645,"(+/- 8107 )",603873,"(+/- 11205 )",546311,"(+/- 9436 )",665584,"(+/- 9225 )",606404,"(+/- 24005 )",660457,"(+/- 7776 )",667448,"(+/- 20045 )",707308,"(+/- 16489 )",649535,"(+/- 17054 )",625495,"(+/- 17862 )",590077,"(+/- 13041 )",717473,"(+/- 13814 )",745597,"(+/- 11759 )",672127,"(+/- 8810 )",568860,"(+/- 12993 )",508835,"(+/- 20565 )",637432,"(+/- 16184 )",733846,"(+/- 9287 )",583864,"(+/- 14479 )",493290,"(+/- 16229 )",580897,"(+/- 10689 )",690999,"(+/- 20920 )",658019,"(+/- 13844 )"
People,"Place of Birth","State of residence",507009,"(+/- 7572 )",382863,"(+/- 15824 )",368569,"(+/- 12911 )",500131,"(+/- 9517 )",500150,"(+/- 10404 )",468556,"(+/- 14016 )",362526,"(+/- 19500 )",507280,"(+/- 15617 )",389090,"(+/- 18366 )",481801,"(+/- 16606 )",537557,"(+/- 9331 )",487789,"(+/- 13819 )",473358,"(+/- 8967 )",498891,"(+/- 10808 )",514507,"(+/- 11482 )",429085,"(+/- 10082 )",511432,"(+/- 9638 )",481730,"(+/- 21739 )",525571,"(+/- 10004 )",532273,"(+/- 19306 )",471197,"(+/- 16280 )",448279,"(+/- 16472 )",503394,"(+/- 15235 )",361594,"(+/- 10731 )",447323,"(+/- 13166 )",430450,"(+/- 9719 )",558382,"(+/- 9996 )",478782,"(+/- 12141 )",448331,"(+/- 19415 )",499571,"(+/- 15695 )",422447,"(+/- 11589 )",382720,"(+/- 13005 )",411700,"(+/- 14338 )",513317,"(+/- 11594 )",538655,"(+/- 18708 )",508522,"(+/- 13850 )"
People,"Place of Birth","Different state",148056,"(+/- 6717 )",205229,"(+/- 11756 )",294743,"(+/- 10719 )",189122,"(+/- 8032 )",149936,"(+/- 7785 )",199385,"(+/- 10163 )",184848,"(+/- 10599 )",231513,"(+/- 12710 )",116241,"(+/- 8057 )",208863,"(+/- 9870 )",143474,"(+/- 6526 )",223934,"(+/- 9671 )",162507,"(+/- 7420 )",171754,"(+/- 9366 )",89366,"(+/- 5428 )",117226,"(+/- 6613 )",154152,"(+/- 7844 )",124674,"(+/- 8320 )",134886,"(+/- 6538 )",135175,"(+/- 7557 )",236111,"(+/- 8398 )",201256,"(+/- 9829 )",122101,"(+/- 7739 )",228483,"(+/- 8818 )",270150,"(+/- 10874 )",315147,"(+/- 10481 )",113745,"(+/- 6045 )",90078,"(+/- 5139 )",60504,"(+/- 4990 )",137861,"(+/- 8585 )",311399,"(+/- 10456 )",201144,"(+/- 8483 )",81590,"(+/- 6970 )",67580,"(+/- 5254 )",152344,"(+/- 9079 )",149497,"(+/- 8433 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",5484,"(+/- 1742 )",15448,"(+/- 2991 )",15600,"(+/- 3637 )",7641,"(+/- 1904 )",6536,"(+/- 1760 )",7590,"(+/- 1591 )",13437,"(+/- 2565 )",15293,"(+/- 4261 )",9445,"(+/- 2038 )",11523,"(+/- 2684 )",6933,"(+/- 1504 )",11172,"(+/- 2203 )",7526,"(+/- 1710 )",9489,"(+/- 1724 )",12578,"(+/- 3157 )",15721,"(+/- 2642 )",9287,"(+/- 1570 )",9758,"(+/- 2522 )",9709,"(+/- 2427 )",20019,"(+/- 2957 )",17143,"(+/- 2780 )",18215,"(+/- 3873 )",17764,"(+/- 3125 )",13245,"(+/- 2601 )",16035,"(+/- 2656 )",15334,"(+/- 4618 )",8759,"(+/- 2445 )",17834,"(+/- 2826 )",8230,"(+/- 2034 )",6417,"(+/- 1820 )",27557,"(+/- 3795 )",9773,"(+/- 2225 )",9485,"(+/- 2817 )",9367,"(+/- 2294 )",16792,"(+/- 3559 )",9411,"(+/- 3137 )"
People,"Place of Birth","Foreign born",56827,"(+/- 4019 )",168722,"(+/- 12296 )",191851,"(+/- 8181 )",50294,"(+/- 4497 )",112957,"(+/- 7914 )",116512,"(+/- 10187 )",239270,"(+/- 14104 )",109412,"(+/- 9566 )",274759,"(+/- 13995 )",144074,"(+/- 10651 )",71503,"(+/- 5771 )",83656,"(+/- 7989 )",70089,"(+/- 6456 )",84897,"(+/- 6185 )",174279,"(+/- 7535 )",180352,"(+/- 7445 )",96696,"(+/- 8104 )",184240,"(+/- 11649 )",64036,"(+/- 6096 )",118905,"(+/- 9065 )",84871,"(+/- 6387 )",229330,"(+/- 11629 )",126017,"(+/- 8367 )",196781,"(+/- 9829 )",56317,"(+/- 4869 )",118306,"(+/- 9441 )",59391,"(+/- 5213 )",166808,"(+/- 8763 )",244768,"(+/- 12994 )",130594,"(+/- 10019 )",92396,"(+/- 7045 )",169815,"(+/- 10580 )",250790,"(+/- 11639 )",137331,"(+/- 7622 )",122250,"(+/- 10194 )",75044,"(+/- 5527 )"
People,Ancestry,"Total population",717376,"(+/- 4297 )",772262,"(+/- 22258 )",870763,"(+/- 5912 )",747188,"(+/- 6228 )",769579,"(+/- 11415 )",792043,"(+/- 16916 )",800081,"(+/- 24652 )",863498,"(+/- 14302 )",789535,"(+/- 24241 )",846261,"(+/- 22124 )",759467,"(+/- 6635 )",806551,"(+/- 16920 )",713480,"(+/- 5318 )",765031,"(+/- 6089 )",790730,"(+/- 12293 )",742384,"(+/- 6828 )",771567,"(+/- 9592 )",800402,"(+/- 27413 )",734202,"(+/- 5490 )",806372,"(+/- 20040 )",809322,"(+/- 15938 )",897080,"(+/- 16259 )",769276,"(+/- 18427 )",800103,"(+/- 13109 )",789825,"(+/- 14562 )",879237,"(+/- 10561 )",740277,"(+/- 7180 )",753502,"(+/- 13034 )",761833,"(+/- 26928 )",774443,"(+/- 19099 )",853799,"(+/- 6507 )",763452,"(+/- 14474 )",753565,"(+/- 20125 )",727595,"(+/- 10226 )",830041,"(+/- 23073 )",742474,"(+/- 14998 )"
People,Ancestry,American,110827,"(+/- 7449 )",34347,"(+/- 6545 )",84641,"(+/- 11043 )",162280,"(+/- 9618 )",85048,"(+/- 7804 )",43378,"(+/- 4731 )",32890,"(+/- 5729 )",56129,"(+/- 6149 )",15020,"(+/- 3790 )",31331,"(+/- 5376 )",68701,"(+/- 7325 )",53019,"(+/- 5087 )",40871,"(+/- 4655 )",29000,"(+/- 4802 )",18688,"(+/- 3795 )",15686,"(+/- 3132 )",29872,"(+/- 4401 )",34666,"(+/- 5664 )",42102,"(+/- 3737 )",21044,"(+/- 3498 )",33906,"(+/- 4713 )",35089,"(+/- 4901 )",17335,"(+/- 3146 )",40959,"(+/- 5857 )",100360,"(+/- 8984 )",47210,"(+/- 5109 )",20272,"(+/- 3276 )",14543,"(+/- 3304 )",21393,"(+/- 4743 )",29553,"(+/- 5244 )",62488,"(+/- 6232 )",39966,"(+/- 4342 )",21703,"(+/- 3916 )",13689,"(+/- 2415 )",22694,"(+/- 3987 )",73984,"(+/- 7673 )"
People,Ancestry,Arab,1000,"(+/- 890 )",4560,"(+/- 2333 )",13208,"(+/- 4893 )",530,"(+/- 492 )",1525,"(+/- 714 )",11404,"(+/- 4599 )",15782,"(+/- 4078 )",2819,"(+/- 1270 )",5094,"(+/- 2150 )",5523,"(+/- 2072 )",998,"(+/- 801 )",6153,"(+/- 4349 )",895,"(+/- 526 )",2332,"(+/- 1558 )",401,"(+/- 298 )",2037,"(+/- 900 )",4657,"(+/- 2733 )",3813,"(+/- 2706 )",1586,"(+/- 1006 )",4391,"(+/- 2119 )",4452,"(+/- 1855 )",10241,"(+/- 3678 )",1484,"(+/- 734 )",9931,"(+/- 4920 )",4058,"(+/- 1825 )",9039,"(+/- 4685 )",891,"(+/- 522 )",955,"(+/- 740 )",477,"(+/- 650 )",1532,"(+/- 916 )",2845,"(+/- 1409 )",9166,"(+/- 5210 )",2226,"(+/- 1188 )",478,"(+/- 501 )",2932,"(+/- 1936 )",1794,"(+/- 1161 )"
People,Ancestry,Czech,2157,"(+/- 837 )",5453,"(+/- 1753 )",4986,"(+/- 1357 )",3596,"(+/- 1637 )",2785,"(+/- 1209 )",6845,"(+/- 2328 )",4661,"(+/- 1264 )",6641,"(+/- 2160 )",2355,"(+/- 1303 )",19244,"(+/- 3239 )",4436,"(+/- 1428 )",4753,"(+/- 1752 )",3281,"(+/- 1330 )",8785,"(+/- 2722 )",1183,"(+/- 527 )",191,"(+/- 200 )",13026,"(+/- 2462 )",2350,"(+/- 841 )",2599,"(+/- 903 )",2186,"(+/- 679 )",6626,"(+/- 1649 )",8049,"(+/- 2149 )",2264,"(+/- 934 )",5448,"(+/- 1690 )",7989,"(+/- 2168 )",4805,"(+/- 1535 )",24209,"(+/- 3405 )",1703,"(+/- 573 )",744,"(+/- 366 )",977,"(+/- 621 )",11704,"(+/- 2208 )",4033,"(+/- 1423 )",624,"(+/- 408 )",1669,"(+/- 711 )",3831,"(+/- 1362 )",6133,"(+/- 1807 )"
People,Ancestry,Danish,702,"(+/- 402 )",2358,"(+/- 1088 )",2030,"(+/- 794 )",468,"(+/- 352 )",1078,"(+/- 757 )",1925,"(+/- 855 )",1219,"(+/- 717 )",1152,"(+/- 496 )",767,"(+/- 535 )",2122,"(+/- 1031 )",898,"(+/- 668 )",1504,"(+/- 690 )",952,"(+/- 579 )",1175,"(+/- 548 )",593,"(+/- 387 )",546,"(+/- 452 )",1478,"(+/- 716 )",1010,"(+/- 728 )",560,"(+/- 307 )",1115,"(+/- 542 )",3277,"(+/- 1229 )",1418,"(+/- 1015 )",571,"(+/- 380 )",1480,"(+/- 744 )",2521,"(+/- 1056 )",4229,"(+/- 2741 )",833,"(+/- 463 )",173,"(+/- 185 )",203,"(+/- 219 )",862,"(+/- 602 )",2638,"(+/- 1027 )",1449,"(+/- 635 )",72,"(+/- 81 )",316,"(+/- 262 )",1009,"(+/- 520 )",1645,"(+/- 860 )"
People,Ancestry,Dutch,5258,"(+/- 1490 )",4506,"(+/- 1554 )",7809,"(+/- 2006 )",8618,"(+/- 1878 )",5691,"(+/- 1552 )",5896,"(+/- 1762 )",5319,"(+/- 1728 )",9525,"(+/- 3098 )",1118,"(+/- 475 )",4754,"(+/- 1401 )",6989,"(+/- 2116 )",8364,"(+/- 2368 )",8498,"(+/- 1675 )",10556,"(+/- 3574 )",1470,"(+/- 566 )",1786,"(+/- 957 )",6165,"(+/- 1881 )",1595,"(+/- 608 )",5733,"(+/- 1518 )",2074,"(+/- 864 )",7404,"(+/- 1716 )",5188,"(+/- 1769 )",3268,"(+/- 1343 )",7111,"(+/- 1857 )",7307,"(+/- 1857 )",10558,"(+/- 2790 )",5265,"(+/- 1594 )",1885,"(+/- 734 )",1887,"(+/- 1045 )",2089,"(+/- 655 )",8104,"(+/- 2405 )",7285,"(+/- 1907 )",1324,"(+/- 557 )",1235,"(+/- 747 )",3412,"(+/- 1018 )",7105,"(+/- 2426 )"
People,Ancestry,English,57295,"(+/- 6310 )",54893,"(+/- 5600 )",66541,"(+/- 5718 )",46594,"(+/- 4773 )",51481,"(+/- 4626 )",46291,"(+/- 4476 )",49034,"(+/- 5275 )",97444,"(+/- 10637 )",8890,"(+/- 1970 )",61389,"(+/- 7101 )",44115,"(+/- 4381 )",72968,"(+/- 6049 )",46633,"(+/- 4208 )",46039,"(+/- 5626 )",13311,"(+/- 2081 )",12743,"(+/- 2154 )",51322,"(+/- 5198 )",17254,"(+/- 2189 )",42494,"(+/- 4405 )",27108,"(+/- 3923 )",81976,"(+/- 6846 )",44693,"(+/- 5495 )",23001,"(+/- 3253 )",59762,"(+/- 5744 )",64590,"(+/- 4898 )",76394,"(+/- 6834 )",38156,"(+/- 3851 )",13109,"(+/- 2272 )",9626,"(+/- 3092 )",16046,"(+/- 2598 )",70042,"(+/- 5409 )",60947,"(+/- 4952 )",12084,"(+/- 2474 )",12953,"(+/- 2784 )",25855,"(+/- 4192 )",41718,"(+/- 4560 )"
